words,labels,entities,term_list
"['It', 'took', '15', 'years', 'for', 'the', 'teams', 'of', 'engineers', 'that', 'developed', 'these', 'different', 'standards', 'to', 'reach', 'a', 'consensus', 'on', 'difficult', 'topics', 'such', 'as', 'a', 'standard', 'set', 'of', 'design', 'external', 'conditions', 'and', 'extreme', 'environment', 'conditions', ',', 'critical', 'design', 'load', 'cases', ',', 'methods', 'to', 'arrive', 'at', 'acceptable', 'extreme', 'loads', 'and', 'fatigue', 'loads', ',', 'testing', 'methods', 'to', 'verify', 'their', 'analyses', 'and', 'certification', 'methods', 'that', 'would', 'ensure', 'consistent', 'quality', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 37, 37), ('Term', 48, 49), ('Term', 8, 8), ('Term', 45, 46)}","['load', 'fatigue loads', 'engineers', 'extreme loads']"
"['The', 'result', 'was', 'a', 'far', 'more', 'reliable', 'and', 'economical', 'fleet', 'of', 'turbines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11)}",['turbines']
"['It', 'also', 'created', 'a', 'basis', 'for', 'educating', 'the', 'next', 'generation', 'of', 'wind', 'energy', 'engineers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'B-Term', 'O']","{('Term', 11, 12), ('Term', 13, 13)}","['wind energy', 'engineers']"
"['However', ',', 'very', 'little', 'of', 'this', 'type', 'of', 'research', 'was', 'done', 'for', 'offshore', 'development', 'until', 'Europeans', 'began', 'experimental', 'projects', 'in', 'the', 'shallow', 'waters', 'surrounding', 'Denmark', '[', '3', ']', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 12, 13)}",['offshore development']
"['The', 'third', 'advancement', 'was', 'due', 'to', 'consistent', 'national', 'policy', 'that', 'created', 'a', 'positive', 'economic', 'environment', ',', 'mainly', 'for', 'Denmark', 'and', 'Germany', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Offshore', 'meteorological', 'and', 'ocean', '(', 'met', '/', 'ocean', ')', 'environmental', 'conditions', 'add', 'to', 'the', 'engineering', 'challenge', '.']","['B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 14, 14), ('Term', 9, 9), ('Term', 1, 1), ('Term', 0, 0)}","['engineering', 'environmental', 'meteorological', 'Offshore']"
"['In', 'addition', 'to', 'turbulence', 'loading', 'exciting', 'dynamically', 'active', 'structures', ',', 'there', 'are', 'powerful', 'ocean', 'waves', 'that', 'randomly', 'excite', 'the', 'same', 'structure', '.']","['O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 3, 4)}","['dynamically', 'turbulence loading']"
"['This', 'is', 'significantly', 'different', 'than', 'the', 'relatively', 'static', 'structures', 'for', 'offshore', 'oil', 'and', 'gas', 'operations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 11, 11), ('Term', 13, 13)}","['offshore', 'oil', 'gas']"
"['Although', 'these', 'structures', 'can', 'be', 'flexible', ',', 'none', 'of', 'them', 'have', 'dynamically', 'active', 'rotors', 'introducing', 'nonlinear', 'loads', 'to', 'the', 'load', 'spectrum', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'IN-Term', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 19, 19), ('Term', 15, 16), ('Term', 11, 11), ('Term', 12, 13)}","['load', 'nonlinear loads', 'dynamically', 'active rotors']"
"['Adding', 'another', 'stochastic', 'load', 'to', 'the', 'design', 'effort', 'requires', 'nonlinear', 'time', 'series', 'analyses', 'using', 'coupled', 'aeroelastic', '/', 'hydrodynamics', 'analyses', '.']","['O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O']","{('Term', 2, 3), ('Term', 15, 15), ('Term', 17, 17)}","['stochastic load', 'aeroelastic', 'hydrodynamics']"
"['Hydrodynamic', 'analyses', 'require', 'modeling', 'the', 'physics', 'of', 'both', 'waves', 'and', 'the', 'structure', ""'s"", 'dynamic', 'response', 'to', 'them', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 13, 13), ('Term', 0, 0)}","['dynamic', 'Hydrodynamic']"
"['Aeroelastic', 'analyses', 'require', 'time', 'variant', 'aerodynamic', 'loading', 'interacting', 'with', 'a', 'dynamic', 'structure', '.']","['B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 0, 0), ('Term', 5, 6)}","['dynamic', 'Aeroelastic', 'aerodynamic loading']"
"['Both', 'can', 'be', 'extremely', 'complicated', ',', 'but', 'rarely', 'are', 'they', 'combined', 'into', 'a', 'coupled', 'analysis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'presents', 'an', 'entirely', 'new', 'challenge', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
['1'],['O'],set(),[]
"['These', 'challenges', 'will', 'limit', 'maturity', 'and', 'innovation', 'in', 'offshore', 'wind', 'energy', 'until', 'adequate', 'research', 'is', 'devoted', 'to', 'it', 'developing', 'and', 'validating', 'design', 'tools', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 10)}",['offshore wind energy']
"['Over', 'the', 'past', '10', 'years', '[', '3', ']', 'projects', 'have', 'been', 'deployed', 'in', 'waters', 'less', 'than', '20', 'm', 'in', 'depth', 'using', 'existing', 'structural', 'dynamic', 'codes', 'adapted', 'from', 'offshore', 'oil', 'and', 'gas', 'technology', 'and', 'the', 'wind', 'industry', '(', 'decoupled', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'B-Term', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 27, 27), ('Term', 23, 23), ('Term', 31, 31), ('Term', 30, 30), ('Term', 34, 35), ('Term', 28, 28)}","['offshore', 'dynamic', 'technology', 'gas', 'wind industry', 'oil']"
"['All', 'have', 'been', 'fixed', 'bottom', 'support', 'structures', ',', 'making', 'the', 'dynamic', 'analyses', 'easier', ',', 'mainly', 'because', 'they', 'can', 'be', 'treated', 'separately', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10)}",['dynamic']
"['The', 'reason', 'offshore', 'deployment', 'has', 'happened', 'in', 'Europe', 'and', 'not', 'places', 'like', 'the', 'United', 'States', 'is', 'the', 'economic', 'stimulants', 'favorable', 'to', 'wind', 'energy', 'in', 'Europe', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 21, 22)}","['offshore', 'wind energy']"
"['Governments', 'have', 'provided', 'long-term', 'commitments', 'to', 'supporting', 'renewable', 'energy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 7, 8)}",['renewable energy']
"['Also', ',', 'land-based', 'wind', 'resources', 'are', 'not', 'as', 'great', 'as', 'offshore', 'resources', ',', 'and', 'high', 'population', 'density', 'discourages', 'large-scale', 'wind', 'farm', 'developments', 'like', 'those', 'common', 'in', 'the', 'western', 'and', 'Midwestern', 'United', 'States', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 19, 20), ('Term', 3, 3)}","['offshore', 'wind farm', 'wind']"
"['Finally', ',', 'the', 'waters', 'surrounding', 'many', 'northern', 'European', 'countries', 'are', 'shallow', 'enough', 'to', 'make', 'relatively', 'inexpensive', 'support', 'structures', 'possible', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'picture', 'changes', 'for', 'U.S.', 'waters', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['While', 'the', 'United', 'States', 'has', 'plentiful', 'offshore', 'wind', 'resources', ',', 'shallow', 'water', 'depths', 'are', 'not', 'as', 'plentiful', 'as', 'they', 'are', 'in', 'Europe', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 7)}",['offshore wind']
"['Water', 'depths', 'for', 'sites', 'more', 'than', '5', 'km', 'offshore', 'are', 'more', 'likely', 'to', 'exceed', '20', 'm', ',', 'forcing', 'developers', 'to', 'consider', 'alternative', 'support', 'structures', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 8)}",['offshore']
"['These', 'are', 'likely', 'to', 'become', 'more', 'expensive', '[', '4', ']', ',', 'The', 'following', 'report', 'gives', 'a', 'short', 'overview', 'of', 'some', 'of', 'the', 'technical', 'challenges', 'and', 'possible', 'future', 'challenges', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 22, 22)}",['technical']
"['Current', 'Technology']","['O', 'B-Term']","{('Term', 1, 1)}",['Technology']
"['As', 'wind', 'turbine', 'technology', 'has', 'scaled', 'up', 'to', 'meet', 'demand', ',', 'the', 'cost', 'of', 'energy', '(', 'COE', ')', 'has', 'dropped', '.']","['O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 12, 14), ('Term', 1, 3), ('Term', 16, 16)}","['cost of energy', 'wind turbine technology', 'COE']"
"['The', 'reason', 'for', 'this', 'is', 'partly', 'that', 'the', 'cost', 'of', 'maintenance', 'and', 'infrastructure', 'favors', 'fewer', 'machines', 'per', 'total', 'wind', 'farm', 'capacity', 'and', 'partly', 'because', 'the', 'cost', 'of', 'shipping', 'individual', 'turbine', 'components', 'to', 'various', 'site', 'locations', 'has', 'not', 'been', 'prohibitively', 'expensive', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 19), ('Term', 15, 15), ('Term', 29, 29)}","['wind farm', 'machines', 'turbine']"
"['Also', ',', 'turbine', 'costs', 'per', 'rating', 'have', 'not', 'dramatically', 'increased', 'with', 'size', 'as', 'shown', 'by', 'Malcolm', 'et', ',', 'al', '[', '5', ']', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2)}",['turbine']
"['This', 'last', 'point', 'runs', 'counter', 'to', 'engineering', 'physics', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 6, 6)}",['engineering']
"['Physical', 'principles', 'would', 'suggest', 'that', 'turbine', 'costs', 'would', 'increase', 'as', 'the', 'third', 'power', 'of', 'the', 'rotor', 'diameter', ',', 'yet', 'power', 'only', 'scales', 'with', 'the', 'square', 'of', 'the', 'diameter', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 15, 16), ('Term', 5, 5), ('Term', 12, 12)}","['power', 'rotor diameter', 'turbine', 'power']"
"['This', 'suggests', 'that', 'as', 'turbine', 'diameter', 'increases', ',', 'the', 'amount', 'of', 'material', '(', 'and', 'hence', 'cost', ')', 'would', 'out', 'pace', 'power', '(', 'and', 'hence', 'energy', ')', 'available', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 20, 20), ('Term', 4, 4), ('Term', 24, 24)}","['power', 'turbine', 'energy']"
"['In', 'other', 'words', ',', 'physical', 'principles', 'would', 'suggest', 'that', 'turbines', 'should', 'get', 'more', 'expensive', 'with', 'increasing', 'rotor', 'diameter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 9, 9), ('Term', 16, 17)}","['turbines', 'rotor diameter']"
"['This', 'is', 'explained', 'by', 'Manwell', '[', '6', ']', 'and', 'others', 'in', 'wind', 'energy', 'text', 'books', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O']","{('Term', 11, 12)}",['wind energy']
"['However', ',', 'engineers', 'have', 'been', 'able', 'to', 'keep', 'the', 'cost', 'per', 'rating', 'nearly', 'constant', 'for', 'wind', 'turbines', 'through', 'continued', 'technology', 'improvement', 'and', 'innovation', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 15, 16), ('Term', 19, 19)}","['engineers', 'wind turbines', 'technology']"
"['This', 'trend', 'continued', 'until', 'components', 'such', 'as', 'the', 'blades', 'and', 'tower', 'base', 'sections', 'became', 'so', 'large', 'that', 'they', 'could', 'no', 'longer', 'be', 'easily', 'shipped', 'over', 'normal', 'roadways', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 11), ('Term', 8, 8)}","['tower base', 'blades']"
"['Figure', '1', 'shows', 'this', 'trend', 'for', 'commercial', 'machines', 'such', 'as', 'Vestas', '(', 'V80', ',', 'V90', ')', 'and', 'Siemens', 'turbines', 'compared', 'to', 'strict', 'scaling', 'without', 'technology', 'innovation', 'as', 'shown', 'by', 'Malcolm', '[', '5', ']', 'in', 'the', 'WindPACT', 'studies', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 7, 7), ('Term', 24, 24)}","['turbines', 'machines', 'technology']"
"['The', 'commercial', 'turbines', 'have', 'been', 'able', 'to', 'actually', 'reduce', 'their', 'specific', 'RNA', 'mass', 'with', 'increasing', 'diameter', 'by', 'applying', 'technology', 'innovations', 'with', 'each', 'new', 'turbine', 'model', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 18, 18), ('Term', 2, 2), ('Term', 11, 11), ('Term', 23, 23)}","['technology', 'turbines', 'RNA', 'turbine']"
"['However', ',', 'as', 'turbine', 'diameters', 'exceeded', '1.5', 'to', '2.0', 'MW', 'ratings', ',', 'the', 'shipping', 'costs', 'began', 'to', 'sharply', 'rise', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9), ('Term', 3, 3)}","['MW', 'turbine']"
"['This', 'fact', 'supports', 'offshore', 'applications', 'for', 'larger', 'machines', 'because', 'of', 'the', 'relatively', 'low', 'cost', 'of', 'transportation', 'over', 'waterways', 'that', 'have', 'virtually', 'no', 'restrictions', 'on', 'component', 'size', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 7, 7)}","['offshore', 'machines']"
"['But', 'the', 'dramatic', 'increase', 'in', 'installation', 'costs', 'for', 'offshore', 'applications', 'has', 'driven', 'overall', 'costs', 'up', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 8, 8)}",['offshore']
"['When', 'you', 'add', 'the', 'increase', 'in', 'operations', 'and', 'maintenance', 'cost', 'at', 'sea', ',', 'offshore', 'wind', 'WindPact', 'Baselines', 'energy', 'looses', 'its', 'low', 'transportation', 'WindPact', 'Task#5', 'Final', 'RNA', 'Mass', '/', 'Swept', 'Area', 'cost', 'advantage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 25, 25), ('Term', 17, 17), ('Term', 13, 14), ('Term', 28, 29)}","['RNA', 'energy', 'offshore wind', 'Swept Area']"
"['NREL', 'Baseline', '5MW']","['O', 'O', 'B-Term']","{('Term', 2, 2)}",['5MW']
"['40.0', '35.0', 'Mass', '/', 'swept', 'area', '(', 'kg', '/', 'm^2', ')', '30.0', '25.0', '20.0', '15.0', '10.0', '5.0']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 5)}",['swept area']
"['While', 'the', 'wind', 'industry', 'will', 'agree', 'that', 'the', 'cost', 'of', 'offshore', 'wind', 'energy', 'is', 'higher', 'than', 'land-based', ',', 'many', 'argue', 'that', 'offshore', 'wind', 'energy', 'is', 'still', 'cost', 'competitive', 'with', 'land-based', 'fossil', 'fuel', 'generation', 'when', 'environmental', 'impacts', 'are', 'added', 'into', 'the', 'cost', 'equation', '.']","['O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 3), ('Term', 10, 12), ('Term', 30, 31), ('Term', 34, 35), ('Term', 21, 23)}","['wind industry', 'offshore wind energy', 'fossil fuel', 'environmental impacts', 'offshore wind energy']"
"['Furthermore', ',', 'industry', 'expects', 'technology', 'improvements', 'to', 'pave', 'the', 'way', 'for', 'the', 'same', 'kind', 'of', 'cost', 'reductions', 'that', 'have', 'made', 'land-based']","['O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 4, 4)}","['industry', 'technology']"
"['GPRA', '2005', '-', '2025', 'Estimates', 'RePower', '5MW']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term']","{('Term', 6, 6)}",['5MW']
"['Offshore', 'Turbines']","['B-Term', 'I-Term']","{('Term', 0, 1)}",['Offshore Turbines']
"['Enercon', '6MW', 'V120', '4.5MW', 'MultiBrid', '5MW', 'GE', '3.6MW', 'V80', 'V90', 'Siemens']","['O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 1, 1), ('Term', 7, 7), ('Term', 5, 5)}","['4.5MW', '6MW', '3.6MW', '5MW']"
"['Path', 'to', '3.5', 'cents', '/', 'kwh', ',', 'DOE', 'onshore', 'goal']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 8, 8)}","['kwh', 'onshore']"
"['40', '60', '80', '100', '120', '140', 'Diameter', '(', 'm', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
['0.0'],['O'],set(),[]
"['Figure', '1', ':', 'Impact', 'of', 'Maturing', 'Technology', 'and', 'Innovation', 'on', 'Specific', 'Rotor', 'Nacelle', 'Mass', 'with', 'Increasing', 'Rotor', 'Diameter']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term']","{('Term', 6, 6), ('Term', 11, 13), ('Term', 16, 17)}","['Technology', 'Rotor Nacelle Mass', 'Rotor Diameter']"
['2'],['O'],set(),[]
"['wind', 'energy', 'a', 'viable', 'alternative', '.']","['BN-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 0, 1)}",['wind energy']
"['For', 'this', 'reason', ',', 'efforts', 'to', 'evolve', 'offshore', 'wind', 'turbine', 'technologies', 'continue', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'IN-Term', 'O', 'O']","{('Term', 7, 10)}",['offshore wind turbine technologies']
"['Today', 'there', 'are', 'several', '5-MW', 'wind', 'turbine', 'prototypes', 'and', 'one', 'commercially', 'available', '.']","['O', 'O', 'O', 'O', 'B-Term', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 4), ('Term', 5, 6)}","['5-MW', 'wind turbine']"
"['These', 'are', 'shown', 'inside', 'the', 'circle', 'of', 'Figure', '1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Most', 'of', 'these', 'turbines', 'were', 'designed', 'using', 'land-based', 'standards', 'such', 'as', 'IEC', '61400', '-', '1', '[', '2', ']', 'plus', 'draft', 'versions', 'of', 'IEC', '61400', '-', '3', '[', '2', ']', 'for', 'offshore', 'turbines', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 30, 31), ('Term', 3, 3)}","['offshore turbines', 'turbines']"
"['But', 'this', 'standard', 'has', 'not', 'been', 'approved', 'through', 'national', 'vote', 'at', 'this', 'time', 'and', 'it', 'does', 'not', 'cover', 'floating', 'turbines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 18, 19)}",['floating turbines']
"['In', 'addition', 'to', 'international', 'standards', ',', 'turbines', 'have', 'been', 'designed', 'using', 'GL', '[', '7', ']', 'and', 'DNV', '[', '8', ']', 'guidelines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6)}",['turbines']
"['Design', 'Tools', 'and', 'Methods']","['O', 'O', 'O', 'O']",set(),[]
"['The', 'complexity', 'of', 'the', 'task', 'to', 'develop', 'accurate', 'modeling', 'tools', 'will', 'increase', 'with', 'the', 'degree', 'of', 'flexibility', 'and', 'coupling', 'of', 'the', 'turbine', 'and', 'platform', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 21, 21)}","['coupling', 'turbine']"
"['Usually', 'this', 'results', 'in', 'greater', 'dynamic', 'responses', 'to', 'wave', 'and', 'wind', 'loading', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 10, 11), ('Term', 5, 5), ('Term', 8, 8)}","['wind loading', 'dynamic', 'wave']"
